contest_type	contest_district_type	Selection	Contest	ReportingUnit	CountItemType	Count
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Custer County	total	47
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Delta County	total	208
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Dolores County	total	12
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Eagle County	total	223
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Garfield County	total	348
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Gunnison County	total	170
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Hinsdale County	total	10
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Huerfano County	total	77
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Jackson County	total	17
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;La Plata County	total	377
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Lake County	total	61
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Mesa County	total	1284
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Mineral County	total	13
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Moffat County	total	82
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Montezuma County	total	198
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Montrose County	total	299
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Ouray County	total	42
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Pitkin County	total	112
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Pueblo County	total	1447
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Rio Blanco County	total	45
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Rio Grande County	total	68
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Routt County	total	221
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Saguache County	total	51
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;San Juan County	total	10
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;San Miguel County	total	53
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Alamosa County	total	147
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Archuleta County	total	235
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Conejos County	total	89
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Costilla County	total	47
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Custer County	total	98
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Delta County	total	480
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Dolores County	total	52
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Eagle County	total	346
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Garfield County	total	573
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Gunnison County	total	248
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Hinsdale County	total	16
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Huerfano County	total	157
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Jackson County	total	22
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;La Plata County	total	976
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Lake County	total	97
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Mesa County	total	2471
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Mineral County	total	16
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Moffat County	total	125
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Montezuma County	total	355
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Montrose County	total	575
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Ouray County	total	76
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Pitkin County	total	139
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Pueblo County	total	2877
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Rio Blanco County	total	68
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Rio Grande County	total	138
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Routt County	total	252
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;Saguache County	total	70
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;San Juan County	total	11
Candidate	congressional	Mary M. Malarsie	Colorado;US Congress House of Representatives District 3	Colorado;San Miguel County	total	75
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Alamosa County	total	2977
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Archuleta County	total	3850
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Conejos County	total	1888
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Costilla County	total	527
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Custer County	total	1944
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Delta County	total	9958
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Dolores County	total	878
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Eagle County	total	6408
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Garfield County	total	11836
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Gunnison County	total	2991
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Hinsdale County	total	321
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Huerfano County	total	1764
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Jackson County	total	599
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;La Plata County	total	11586
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Lake County	total	1057
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Mesa County	total	42483
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Mineral County	total	326
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Moffat County	total	4347
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Montezuma County	total	6943
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Montrose County	total	12767
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Ouray County	total	1278
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Pitkin County	total	2446
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Pueblo County	total	31787
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Rio Blanco County	total	2544
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Rio Grande County	total	2936
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Routt County	total	4603
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;Saguache County	total	1052
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;San Juan County	total	172
Candidate	congressional	Scott R. Tipton	Colorado;US Congress House of Representatives District 3	Colorado;San Miguel County	total	937
Candidate	congressional	John B. Vigil	Colorado;US Congress House of Representatives District 4	Colorado;Adams County	total	2
Candidate	congressional	John B. Vigil	Colorado;US Congress House of Representatives District 4	Colorado;Arapahoe County	total	1
Candidate	congressional	John B. Vigil	Colorado;US Congress House of Representatives District 4	Colorado;Boulder County	total	5
Candidate	congressional	John B. Vigil	Colorado;US Congress House of Representatives District 4	Colorado;Douglas County	total	9
Candidate	congressional	John B. Vigil	Colorado;US Congress House of Representatives District 4	Colorado;Kit Carson County	total	1
Candidate	congressional	John B. Vigil	Colorado;US Congress House of Representatives District 4	Colorado;Prowers County	total	1
Candidate	congressional	John B. Vigil	Colorado;US Congress House of Representatives District 4	Colorado;Weld County	total	7
Candidate	congressional	Karen McCormick	Colorado;US Congress House of Representatives District 4	Colorado;Adams County	total	881
